Prot_1,Prot_2
KIF23,ZNF200
RBBP4,BCL11A
RBBP4,JUN
RBBP4,IKZF1
HMMR,JUN
XRCC1,CREB1
XRCC5,JUN
XRCC5,POU2F1
XRCC6,POU2F1
XRCC6,JUN
XRCC6,ETS1
SMURF1,ETV6
EMSY,FOXJ2
SMURF2,IRF3
SMURF2,IRF8
MEIS3,VEZF1
MEIS1,CREB1
TFRC,JUN
RSL1D1,JUN
LMNB2,JUN
LMNB1,JUN
LMNB1,ATF4
LMNB1,POU2F1
TOLLIP,NRF1
MRPS26,JUN
MRPS27,JUN
MRPS22,JUN
YY1,MDFI
YY1,KRTAP4-2
YY1,CRKL
YY1,KRTAP4-5
YY1,SUMO2
YY1,PRPF4B
YY1,PPIL4
YY1,MFAP1
YY1,CCNT1
YY1,XAGE1A|XAGE1B
YY1,NUDT21
YY1,CCNT2
YY1,RBM15B
YY1,GPR37
YY1,LHX3
YY1,LHX4
YY1,PPP1R3B
YY1,FHL2
YY1,TESK1
YY1,LRPAP1
YY1,CSNK1D
YY1,GMCL1
YY1,TRPV5
YY1,MYC
YY1,PIP4K2A
YY1,METTL17
YY1,ARHGEF15
YY1,ALOXE3
YY1,PSPC1
YY1,PRMT1
YY1,SPRED1
YY1,FIP1L1
YY1,KRTAP17-1
YY1,MDM2
YY1,FAM76B
YY1,FAM76A
YY1,KRTAP10-9
YY1,KRTAP10-8
YY1,KRTAP10-5
YY1,CEP76
YY1,UBC
YY1,WFS1
YY1,KRTAP1-5
YY1,MBTD1
YY1,MED20
YY1,FOXJ2
YY1,INO80
YY1,EED
YY1,EIF5A
YY1,KRTAP9-8
YY1,KRTAP9-3
YY1,DDX56
YY1,DDX6
YY1,SF3A2
YY1,GTF2I
YY1,NR1H2
YY1,FAM98A
YY1,PPP1R10
YY1,HEXIM1
YY1,SART1
YY1,TRIM42
YY1,SLC39A7
YY1,KRTAP12-3
YY1,KRTAP12-2
YY1,TP53
YY1,TAF2
YY1,AAMDC
YY1,NFKB1
YY1,TOP1
YY1,RBM25
YY1,DMWD
YY1,AGO2
YY1,HDAC1
YY1,HDAC3
YY1,HDAC2
YY1,HDAC5
YY1,RAD23A
YY1,SNIP1
YY1,ZNF232
YY1,SPRY1
YY1,CBX5
YY1,CBX4
YY1,RAF1
YY1,CEP164
YY1,ATF2
YY1,TFPT
YY1,NEDD4
YY1,PRPF40A
YY1,INO80C
YY1,TMEM150A
YY1,FOXB1
YY1,B7Z2P9
YY1,TGFBR2
YY1,KRTAP5-6
YY1,RCL1
YY1,ZNF85
YY1,UCHL5
YY1,MMTAG2
YY1,EP300
YY1,NFRKB
YY1,ATXN2L
YY1,MEPCE
YY1,RPSA
YY1,IL10
YY1,CDK9
YY1,CTTN
YY1,RPL23A
YY1,SF3B4
YY1,RPS19
YY1,MCRS1
YY1,EZH2
YY1,WDR82
YY1,CPSF7
YY1,CPSF6
YY1,PRC1
YY1,CPSF1
YY1,PLEKHF2
YY1,TOX4
YY1,RYBP
YY1,VWC2
YY1,CYSRT1
YY1,INO80D
YY1,INO80E
YY1,INO80B
YY1,POP1
YY1,PRPF38A
YY1,NEDD4L
YY1,YY1AP1
YY1,ACTL6A
YY1,SERPINH1
YY1,ATF6
YY1,ESM1
YY1,SP100
INSIG1,SREBF2
NR3C4,JUN
DGCR6,REL
DGCR6,IKZF3
DGCR6,TCF12
OPTN,ZNF281
OPTN,IRF8
HEL-S-103,HSF1
MCCC2,JUN
CCDC33,ZNF76
APPL2,ATF3
MEMO1,REL
ZNF200,PPARGC1B
ZNF200,FHL2
ZNF200,SKIL
ZNF200,VIRMA
SARS2,JUN
SARS1,JUN
HEL-S-72,REL
THUMPD1,ETS1
MLLT6,TCF12
NUP188,ELK1
WDR36,JUN
COPG1,JUN
ZNHIT1,BCL6
GTPBP4,JUN
GTPBP1,JUN
GTPBP3,TCF12
NFATC2IP,FOS
EPM2AIP1,REL
BCL6,HDAC1
BCL6,ANKRD53
BCL6,HDAC5
BCL6,CUTC
BCL6,HDAC9
BCL6,TRIB3
BCL6,C4ORF45
BCL6,KLHL12
BCL6,TLE5
BCL6,GLRX3
BCL6,LIMS3
BCL6,IRF4
BCL6,LIMS4
BCL6,WDR83
BCL6,NCOR2
BCL6,NCOR1
BCL6,KLHL20
BCL6,APEX1
BCL6,REL
BCL6,ZBTB17
BCL6,ARHGEF9
BCL6,BLZF1
BCL6,POF1B
BCL6,SMRP1
BCL6,TEKT4
BCL6,MDFI
BCL6,DVL2
BCL6,HBEGF
BCL6,GOLGA2
BCL6,CNOT2
BCL6,TRAF2
BCL6,CFAP97D1
BCL6,SIN3A
BCL6,TRAF1
BCL6,PFDN5
BCL6,SIAH1
BCL6,C7ORF31
BCL6,KRTAP13-2
BCL6,BCL11A
BCL6,TRIM27
BCL6,SSX2IP
BCL6,MTUS2
BCL6,TP53BP1
BCL6,KRTAP13-1
BCL6,BCOR
BCL6,ARRDC3
BCL6,USP7
BCL6,KIFC3
BCL6,GATA1
BCL6,ATP23
BCL6,TFIP11
BCL6,IHO1
BCL6,PPTC7
BCL6,UBC
BCL6,HSP90AA1
BCL6,BCL6B
BCL2,NR4A1
BCL2,HIF1A
PLK1,HSF1
PLK1,JUN
PLK1,FOXO3
PLK1,TGIF1
LYRM7,ATF6B
NKX2-5,JUN
MTM1,ZNF548
CSNK1G1,IKZF1
SERPINB1,GTF2B
FAM76B,JUN
PCGF6,ZBTB33
MAGED2,ZNF281
MAGED2,JUN
EXD2,JUN
ELP1,JUN
SLX1A|SLX1B,THAP11
NRDC,JUN
CCDC87,STAT3
DES,JUN
DEK,JUN
UBAP2,CREM
EBNA1BP2,JUN
ASXL1,STAT3
ASXL1,FOXK1
ASXL2,FOXK1
ZBTB33,FOXP3
ZBTB33,CCDC61
ZBTB33,TRIM10
ZBTB33,SUMO3
ZBTB33,SUMO2
ZBTB33,SF3B1
ZBTB33,FOXM1
ZBTB33,CTNND1
ZBTB33,NUDT22
ZBTB33,DCN
ZBTB33,WDR48
ZBTB33,ARHGEF7
ZBTB33,SGF29
ZBTB33,TRMT10A
ZBTB33,FHL5
ZBTB33,TRPV5
ZBTB33,FOXG1
ZBTB33,ENPP6
ZBTB33,GYS1
ZBTB33,CLPTM1L
ZBTB33,FOXB1
ZBTB33,FOXH1
ZBTB33,TP53
ZBTB33,DPH7
ZBTB33,FOXA3
ZBTB33,UBC
ZBTB33,GATAD2B
ZBTB34,FOXJ2
SMC1A,HSF1
SMC1A,CTCF
SMC1A,JUN
SMC1A,FOXJ2
SMC1A,IRF3
TAB2,GTF2I
TAB2,ZNF143
SGTA,IRF3
SGTA,PRDM1
TRIM47,SATB1
TRIM42,IKZF3
TRIM41,ZNF121
TRIM41,ZNF460
PEX1,BATF
PEX1,ZNF180
ME1,NFYA
GNAI1,JUN
MPZL2,ATF4
TBK1,IRF3
TBK1,RELA
TBK1,IRF7
TBK1,REL
MPZL1,STAT3
ZNF212,ZNF783
HLA-C,YBX1
ZWINT,TCF12
PBDC1,JUN
PFDN5,ZNF148
PFDN5,ELK3
PFDN5,VEZF1
PFDN5,IKZF3
MTHFR,JUN
PHF21A,THAP11
PHF21A,JUN
DTNA,STAT3
PRB1,GTF2B
CSNK1A1L,JUN
HIRA,MEF2A
WWOX,VEZF1
TOMM20,JUN
RPS13,JUN
RPS13,RELA
RPS12,JUN
RPS11,JUN
RPS10,JUN
RPS17,JUN
RPS16,JUN
RPS16,RELA
RPS15,JUN
RPS14,RELA
RPS14,JUN
RPS19,JUN
RPS18,JUN
RHOXF2,CREM
LATS2,RELA
LATS2,HIF1A
RIPK2,NFATC2
RIPK2,IRF4
ZNF417,REL
ZNF417,IKZF1
ZNF417,IKZF3
TSSC4,REL
HM13,ELK1
ACTN1,JUN
EZR,JUN
HAUS7,ATF4
B1AMD2,JUN
GAPVD1,HSF1
NR5A1,JUN
RRP7A,JUN
MGC50722,IKZF3
ABLIM3,IKZF3
ABLIM2,SREBF2
UBXN7,HIF1A
UBXN7,NFYC
UBXN7,REL
UBXN7,PAX5
IFIT2,STAT2
IFIT1,IRF3
TRO,IRF3
EFTUD2,HSF1
EFTUD2,JUN
EFTUD2,RELA
ISG15,IRF3
TRIM13,NR4A1
MAP1LC3A,JUN
MAP1LC3A,FOXK1
MAP1LC3B,FOXK1
GDI2,JUN
GDI1,JUN
CBY1,FOXO3
ERLIN1,JUN
EIF4A1,JUN
KRT19,IKZF3
TLE1,LEF1
TLE5,REL
TLE5,KLF4
TLE5,RELA
TLE5,ZNF467
TLE5,VEZF1
TLE5,FOSB
TLE5,IKZF3
TLE4,PAX5
NUDT16L1,IKZF3
NUDT16L1,JUN
CDC7,IKZF1
CDC7,IKZF3
TFPT,GTF2I
TFPT,THAP11
ADGRL2,IRF3
PHF12,BCL11A
MEPCE,YBX1
MEPCE,JUN
MEPCE,GTF2I
NR4A1,E9KL44
NR4A1,HADHA
NR4A1,FXYD3
NR4A1,POLA2
NR4A1,RPL7
NR4A1,PRDX4
NR4A1,NR2B1
NR4A1,SMARCC1
NR4A1,SMARCE1
NR4A1,NCOR2
NR4A1,HSP90AB1
NR4A1,SUGT1
NR4A1,SERPINA4
NR4A1,CDKN2D
NR4A1,PPM1A
NR4A1,ARHGEF5
NR4A1,ARHGEF10L
NR4A1,APEX1
NR4A1,RTN4
NR4A1,PPBP
NR4A1,HNRNPA2B1
NR4A1,PRDX6
NR4A1,NFKB1
NR4A1,MAPK8
NR4A1,CHEK2
NR4A1,LSS
NR4A1,CPT1A
NR4A1,TCF4
NR4A1,NR3C1
NR4A1,SOCS4
NR4A1,FAF1
NR4A1,MED31
NR4A1,RXRA
NR4A1,DKFZP686J1568
NR4A1,ABCB11
NR4A1,NCOA1
NR4A1,STAT3
NR4A1,EP300
NR4A1,GK
NR4A1,CTNNB1
NR4A1,TP53
NR4A1,GLUD1
NR4A1,RPS6KA6
NR4A1,GLOD4
NR4A1,KRTAP10-5
NR4A1,ROBO2
NR4A1,KRTAP10-1
NR4A1,CD2AP
NR4A1,BBS10
NR4A1,ABCA5
NR4A1,UBC
NR4A1,HES1
NR4A1,ABCC6
NR4A1,ATXN1
NR4A1,DIABLO
FOXD3,SATB1
BBLN,THAP11
KIAA2026,CREB1
CPSF7,JUN
CPSF7,ZNF766
CPSF6,JUN
CPSF3,JUN
CPSF2,JUN
CPSF1,REL
MAD1L1,IKZF3
MAD1L1,FOXJ2
ACAA1,JUN
HTT,MAZ
HTT,ZNF180
HTT,SPIB
HTT,CREB1
HTT,ZNF281
HTT,BATF
HTT,HMGA1
HTT,ZNF557
TTLL7,MEF2A
ARIH2,REL
ZNF267,EPHA7
ZNF267,ADORA2B
ZNF267,CDK11A
PLA2G4A,NR3C1
PLA2G4A,STAT3
CLIC1,JUN
LRWD1,NFATC1
MBD5,ZNF76
MBD1,ZNF384
MBD3,REL
MBD3,BCL11A
MBD2,BCL11A
MBD2,DNMT1
SLC25A19,JUN
SLC25A13,JUN
SLC25A12,JUN
SLC25A11,JUN
SLC25A11,ELK1
SLC25A10,ELK1
TUBA3C,ZNF384
TUBA3D,REL
TUBA3D,RELA
CCDC15,MEF2A
NDUFA13,STAT3
NUDT14,REL
TNNI1,ZNF76
SYNCRIP,YBX1
SYNCRIP,JUN
SYNCRIP,GTF2B
SYNCRIP,ZEB1
FUS,YBX1
FUS,JUN
FUS,RELA
SMARCE1,JUN
SMARCE1,FOS
RNGTT,JUN
RAB11B,FOS
RAB11B,SREBF2
GCC1,RUNX1
GCC1,GTF2I
GCC1,ATF4
H2BC18,ELK4
H2BC12,ELK4
H2BC13,ELK4
H2BC11,CREB1
H2BC14,ELK4
H2BC15,ELK4
MAGEB2,EGR1
SMYD3,NFYB
SMYD3,ZNF557
IRF3,CCL5
IRF3,AARSD1
IRF3,IKBKE
IRF3,TEX36
IRF3,IL12A
IRF3,WRNIP1
IRF3,PEX19
IRF3,PRDX1
IRF3,PIN1
IRF3,DCTN1
IRF3,BCAS3
IRF3,XPO1
IRF3,APEX1
IRF3,DDX58
IRF3,TANK
IRF3,SMC2
IRF3,JUN
IRF3,ESYT2
IRF3,IFNB1
IRF3,HSP90AB1
IRF3,AHSA1
IRF3,Q53FC7
IRF3,PSMA5
IRF3,FASN
IRF3,TRAF3
IRF3,TUBB8
IRF3,TICAM1
IRF3,HK2
IRF3,Q96BE0
IRF3,TRIM21
IRF3,OTUD1
IRF3,IFNA1|IFNA13
IRF3,SOCS1
IRF3,EP300
IRF3,SLMAP
IRF3,ASMTL
IRF3,IRF7
IRF3,PPP2CA
IRF3,CXCL8
IRF3,SYNGR3
IRF3,IFNA2
IRF3,KIT
IRF3,SALL2
IRF3,CBP
IRF3,STING1
IRF3,UBC
IRF3,SORT1
IRF3,HSP90AA1
IRF3,MAVS
IRF3,EWSR1
IRF3,ATF2
IRF2,FKBP7
IRF2,IRF2BP2
IRF2,IRF1
IRF2,SUMO2
IRF2,FOXK2
IRF2,FOXK1
IRF2,IRF8
IRF2,IRF2BPL
IRF2,IFNB1
IRF2,HSP90AB1
IRF2,IRF2BP1
IRF2,HCFC1
IRF2,HSP90AA1
IRF2,HCFC2
IRF1,TNFSF10
IRF1,BIRC3
IRF1,IL12A
IRF1,SPI1
IRF1,STAT3
IRF1,STAT1
IRF1,STUB1
IRF1,CIITA
IRF1,IFNB1
IRF1,RELA
IRF1,ULK2
IRF1,TRIM28
IRF1,IFNA1|IFNA13
IRF1,MDM2
IRF1,EP300
IRF1,SOCS1
IRF1,QARS1
IRF1,IRF9
IRF1,IRF8
IRF1,UBC
IRF9,HOXC9
IRF9,ARID3B
IRF9,STAT2
IRF9,STAT1
IRF9,POU2F1
IRF9,NR2E3
IRF9,TLX2
IRF9,TLX3
IRF9,ATN1
IRF9,S100A13
IRF9,DACH2
IRF9,ATXN1
IRF8,COPS2
IRF8,CIITA
IRF8,SPI1
IRF8,TRIM21
IRF8,IL12A
IRF8,CYBB
IRF8,NF1
IRF8,UBC
IRF8,IL1B
SNX24,POU2F1
PANX2,NRF1
ZBTB16,ZNF281
ZBTB16,REL
DDX19B,STAT3
TRIM68,REL
MTOR,STAT3
TRIM66,AHR
TRIM66,ZNF281
CEACAM6,ZNF76
CEACAM6,VEZF1
GABPB1,GABPA
C11ORF68,REL
HIP1,REL
SERTAD2,ZSCAN22
BID,REL
RTEL1-TNFRSF6B,THAP11
EPHB6,REL
EPHB6,IKZF3
EPHB6,TCF12
HSF1,HDAC1
HSF1,BAG3
HSF1,HSF2
HSF1,HSF4
HSF1,HSPA4
HSF1,MAPRE2
HSF1,SPAG9
HSF1,SUMO2
HSF1,ZNF232
HSF1,FKBP4
HSF1,MYH13
HSF1,GTF3C4
HSF1,TMEM185A
HSF1,CDC20
HSF1,WDR88
HSF1,HSPBP1
HSF1,HSPA1L
HSF1,MAPK3
HSF1,STUB1
HSF1,CFAP20
HSF1,B3KNW7
HSF1,SMC6
HSF1,SUMO1
HSF1,HSPA1A
HSF1,HDAC2
HSF1,DCAF7
HSF1,MAPK8
HSF1,IVNS1ABP
HSF1,FBXW7
HSF1,RTL9
HSF1,BUB1
HSF1,HSPB1
HSF1,HSPA4L
HSF1,MNS1
HSF1,PRMT5
HSF1,RPUSD4
HSF1,MCM6
HSF1,MCM4
HSF1,MCM2
HSF1,EPS15L1
HSF1,USP15
HSF1,HSPA8
HSF1,SCGB1A1
HSF1,CHST10
HSF1,CARMIL1
HSF1,NME2
HSF1,RAB28
HSF1,IER5
HSF1,SMARCA4
HSF1,LPIN1
HSF1,LURAP1L
HSF1,GSK3B
HSF1,PTGES3
HSF1,KPNA4
HSF1,KPNA3
HSF1,HSP90AA1
HSF1,YWHAE
CRLF3,JUN
NTAQ1,ETV6
NTAQ1,IKZF3
ZNF384,HOXC9
ZNF384,CEBPE
ZNF384,TRIM27
ZNF384,UBE2K
ZNF384,POU6F2
ZNF384,CIT
ZNF384,KIF20A
PARK7,HMGA1
RORC,JUN
RORA,EIF3I
RORA,NCOA1
RORA,PNRC1
RORA,PNRC2
RORA,NR0B1
RORA,LMO3
RORA,NRIP1
RORA,COPS5
RORA,ZXDC
RORA,GFAP
RORA,PSMC5
RORA,KIF20A
MDM2,RELA
MDM2,GTF2I
MDM2,HIF1A
MDM2,FOXO3
MDM2,FOXO1
MDM2,ATF4
MDM2,ATF3
ROR2,FOSB
ROR2,CREM
SNRPD3,JUN
SNRPD2,JUN
SNRPD2,ELK4
SNRPD1,JUN
SNRPD1,ELK4
KPNA6,HIF1A
KPNA5,NRF1
KPNA4,JUN
KPNA4,RELA
KPNA3,ZNF76
KPNA3,RELA
KPNA2,RELA
KPNA2,JUN
KPNA1,HIF1A
CRX,NFYC
FRS3,IKZF3
FRS3,ZSCAN30
CRK,ELK1
CRK,ZNF557
CRK,IKZF3
CRK,ATF3
DVL3,ZSCAN22
DVL3,KLF4
DVL3,ZNF441
DVL3,NFYA
GLDC,JUN
RTN4IP1,RELA
NINL,JUNB
TRRAP,FOXO3
PAX5,HOXC8
PAX5,OSGIN1
PAX5,DTX2
PAX5,HMGB3
PAX5,NFYC
PAX5,STAC
PAX5,FBLN1
PAX5,GRHL2
PAX5,HMBOX1
PAX5,PNMA5
PAX5,KRTAP9-3
PAX5,SEC14L4
PAX5,CIB3
PAX5,ETS1
PAX5,UBXN2B
PAX5,BCAS2
PAX5,SAE1
PAX5,ZMYM5
PAX5,CCNC
PAX5,HGS
PAX5,EP300
PAX5,CSNK2A1
PAX5,UBE2I
PAX5,MAPK9
PAX5,TLK2
PAX5,C1ORF109
PAX5,KRTAP10-8
PAX5,CXORF38
PAX5,CDK3
PAX5,RNF144B
PAX5,RAD52
PAX5,NEIL2
PAX5,LDLRAP1
SULT2B1,REL
POLM,IKZF3
EHMT2,DNMT1
EHMT2,VEZF1
EHMT2,PRDM1
EHMT2,KLF6
EHMT2,REST
PAX9,KLF4
FOSL1,JUNB
FOSL1,JUN
FOSL1,JUND
FOXF1,SATB1
ISOC1,JUN
HSPA1B,ELK1
HSPA1B,JUN
GABPA,GABPB2
GABPA,FOXJ2
GABPA,ESR1
GABPA,STK16
GABPA,SUMO2
GABPA,ZC2HC1B
GABPA,PINX1
GABPA,YEATS4
GABPA,UBC
GABPA,EP300
GABPA,KEAP1
WDR18,JUN
PPP2R1A,JUN
PPP2R1A,FOXO3
LONP1,JUN
ZMYND12,ZNF148
ZMYND12,VEZF1
NOC4L,IKZF1
NOC4L,JUN
CGGBP1,REL
CGGBP1,JUN
AMBP,STAT3
HSPB7,REL
HSPB7,IKZF3
HSPB2,VEZF1
HSPB1,ELK1
HSPB1,ELK4
PKN1,IKZF3
PKN3,THAP11
UTP14A,JUN
C1ORF109,IKZF3
C1ORF109,TCF12
C1ORF109,REL
C1ORF109,IKZF1
FAM124B,IKZF3
TEX264,FOXK1
PSME3IP1,CREB1
HPCA,CREM
CSNK1D,JUN
CSNK1D,GTF2B
CSNK1E,JUN
LIG3,JUN
ISCU,IKZF1
IL36RN,REL
FNTA,STAT2
KCTD12,RELA
CRCP,TCF12
KRTAP10-8,ZNF121
KRTAP10-8,VEZF1
KRTAP10-7,ZNF846
KRTAP10-7,ZNF543
KRTAP10-7,ZNF180
KRTAP10-7,STAT3
KRTAP10-6,ZNF543
KRTAP10-6,ZNF776
H0Y415,ATF3
ZKSCAN4,ZSCAN30
ZKSCAN7,ZSCAN22
GLIS2,FOSB
GLIS2,HIF1A
GLIS2,CREM
GLIS1,RELA
VIM,RELA
VIM,CREB1
VIM,NFATC2
VIM,JUN
TUBA1C,ELK1
TUBA1B,ELK1
TUBA1B,JUN
TUBA1A,RELA
TUBA1A,JUN
CXORF38,NFYC
RIMKLB,EGR2
SCGB1A1,FOS
TAF6,EGR1
TAF2,JUN
TAF1,TCF12
MRPS6,SREBF2
HMOX2,NR3C1
FOSB,FOXP3
FOSB,POU6F2
FOSB,JUNB
FOSB,JUND
FOSB,NEDD9
FOSB,FAM90A1
FOSB,JUN
FOSB,APEX1
FOSB,VEZF1
FOSB,CENPO
FOSB,FAM222B
FOSB,FOS
FOSB,TENT5B
FOSB,CREB5
FOSB,CYTH4
FOSB,ENKD1
FOSB,NCK2
FOSB,TLX3
FOSB,POGZ
FOSB,PHF1
FOSB,ATF2
C8ORF33,IKZF1
LGALS14,REL
LGALS14,IKZF3
AP2M1,JUN
AP2M1,IKZF1
TCF21,TCF12
HDLBP,JUN
HDLBP,YBX1
SLC22A18AS,NRF1
VPS26B,ETV6
PGPEP1,GTF2I
SMU1,JUN
SMU1,YBX1
SREBF2,PTH1R
SREBF2,ZMYM2
SREBF2,EGR1
SREBF2,HSPA5
SREBF2,PSMD4
SREBF2,CASP8AP2
SREBF2,COPS5
SREBF2,NFYC
SREBF2,SLC4A4
SREBF2,NFYA
SREBF2,ARRB1
SREBF2,ZYX
SREBF2,SPINT2
SREBF2,FHL2
SREBF2,FHL3
SREBF2,B3KSG3
SREBF2,ARHGEF1
SREBF2,APEX1
SREBF2,MAPK3
SREBF2,NRG1
SREBF2,NAE1
SREBF2,OS9
SREBF2,ITGB4
SREBF2,CREB1
SREBF2,VIRMA
SREBF2,NR2A1
SREBF2,SLC39A4
SREBF2,UBE2I
SREBF2,PIAS2
SREBF2,PIAS3
SREBF2,PIAS1
SREBF2,GOLGB1
SREBF2,UBC
SREBF2,MAPK1
SREBF2,LZTR1
SREBF2,B3KQF8
SREBF2,ATXN1
CIC,NFYC
SSRP1,JUN
ODAD2,NR4A2
TSSK4,CREB1
IL12A,REL
IL12A,RELA
CIT,YBX1
CIT,GTF2I
CIT,ZNF281
CIT,STAT3
CIT,HMGA1
CIT,ELF1
GLE1,BATF
MTA2,DNMT1
MTA2,JUN
MTA2,BCL11A
MTA3,BCL11A
MTAP,JUN
BICD1,STAT3
BBS2,NRF1
B3KQF8,CREB1
ESM1,NRF1
AQP1,REL
AQP1,IKZF3
AQP1,FOS
RUBCN,VEZF1
PDCD11,JUN
PPP3R1,NFATC1
PIK3CA,FOS
ENKD1,ZNF76
ENKD1,ZNF143
ENKD1,FOS
ENKD1,IKZF3
DIMT1,JUN
IQCB1,YBX1
MEN1,JUND
MAX,FOXK1
MAX,THAP11
MAX,JUN
ERI3,JUN
ACLY,JUN
EIF2AK2,JUN
MGST2,JUN
ZNF451,CREB1
ZNF451,ZNF467
CSDE1,JUN
BACH2,FOSL2
HAND1,TCF12
LIN28A,YBX1
SNRPB2,JUN
RPS6KA6,DNMT1
PSMD14,JUN
PSMD11,JUN
PSMD10,RELA
PSMD13,JUN
PSMD12,JUN
UTP23,HIF1A
VAPB,JUN
VAPA,JUN
TELO2,ELK1
EXOSC10,JUN
ARF1,JUN
ARF6,GTF2I
RGPD3,JUN
IRF7,TGFBR1
IRF7,IRAK1
IRF7,STAT1
IRF7,IKBKE
IRF7,IFNA2
IRF7,UBE2B
IRF7,TRIM21
IRF7,BMPR1B
IRF7,TRMT61B
IRF7,IFNA1|IFNA13
IRF7,IFNB1
IRF7,ACADS
IRF7,UBC
IRF7,TRAF6
IRF7,MYD88
IRF7,GCLM
IRF7,STAT2
MOB4,ELK1
RAB11FIP1,JUN
BPIFA1,JUN
BPIFA1,ELK3
MYL6B,JUN
NFIX,FOS
NFIX,JUN
NFIX,CREB1
EEF1A1,DNMT1
EEF1A1,JUN
EEF1A1,TGIF1
EEF1A2,RELA
RAB2A,ATF6B
ARL16,TCF12
ARL16,REL
WDR45B,JUN
KIF4A,NFATC1
MNDA,STAT3
DHRS7B,JUN
HEL111,ATF4
CLK2,ZNF394
EIF4E2,REL
FXR1,JUN
RAB29,REL
CALR,JUN
ACTR1A,JUN
WDR77,ELK4
WDR76,YBX1
NQO1,HIF1A
PRPF8,JUN
PRPF3,JUN
PRPF4,JUN
PRPF6,JUN
ZSCAN16,ZSCAN22
PIP4K2A,JUN
RABGAP1L,THAP11
ELK3,NUP58
ELK3,LSAMP
ELK3,GRB2
ELK3,PIK3R1
ELK3,UBC
ELK3,NCK1
ELK1,HSPA7
ELK1,HSPA6
ELK1,HSPA5
ELK1,SUMO1
ELK1,HSPA9
ELK1,HSPA8
ELK1,CDH3
ELK1,SLC25A3
ELK1,SLC25A1
ELK1,SLC25A6
ELK1,SLC25A5
ELK1,SLC25A22
ELK1,SH3BGRL
ELK1,TUBB4B
ELK1,TUBB4A
ELK1,ACSL5
ELK1,FAT1
ELK1,APP
ELK1,HSD17B12
ELK1,EMD
ELK1,SLC7A5
ELK1,MMS19
ELK1,HSPH1
ELK1,PPP6C
ELK1,RCN2
ELK1,TUBB8
ELK1,TUBB6
ELK1,TUBB2A
ELK1,SLC39A7
ELK1,UBE2I
ELK1,TUBB
ELK1,BAG2
ELK1,GRPEL1
ELK1,TMEM161A
ELK1,PRKDC
ELK1,FANCD2
ELK1,MAPK3
ELK1,MAPK1
ELK1,MAPK8
ELK1,MAPK9
ELK1,DPM1
ELK1,STARD3NL
ELK1,PLCG2
ELK1,EMX1
ELK1,ARL1
ELK1,ERCC2
ELK1,CTNNB1
ELK1,HSPA1A
ELK1,FMR1
ELK1,CAD
ELK1,HIGD1A
ELK1,TMEM33
ELK1,TIMM50
ELK1,CPT1A
ELK1,TFAM
ELK1,TPP1
ELK1,ALDH1B1
ELK1,SLC16A3
ELK1,CEPT1
ELK1,SSR1
ELK1,SSR4
ELK4,CAPZB
ELK4,ACTG1
ELK4,H2BS1
ELK4,YBX3
ELK4,CORO1C
ELK4,AKAP12
ELK4,ACTBL2
ELK4,H2BC9
ELK4,H2AC18|H2AC19
ELK4,ERH
ELK4,THRAP3
ELK4,PPM1B
ELK4,H2AC11|H2AC13|H2AC15|H2AC16|H2AC17
ELK4,PRPS1
ELK4,ACAP2
ELK4,PRPF31
ELK4,PRPSAP2
ELK4,H2AW
ELK4,H2AC7
ELK4,H2AJ
ELK4,H3-4
ELK4,H3-5
ELK4,H2AC6
ELK4,TCF25
ELK4,PRPS2
ELK4,IVNS1ABP
ELK4,TRA2B
ELK4,LARP1
ELK4,MTMR14
ELK4,MRPL16
ELK4,CAPZA1
ELK4,H2BC1
ELK4,MRPL4
ELK4,H2BC5
ELK4,LUC7L3
ELK4,H2AC4|H2AC8
ELK4,OTUD4
ELK4,H2BC4|H2BC6|H2BC7|H2BC8|H2BC10
ELK4,PRMT5
ELK4,H3-3A|H3-3B
ELK4,SERPINH1
ELK4,PRPSAP1
ELK4,PABPC4
ELK4,RIOK1
ELK4,LIMA1
ELK4,ROCK1
ELK4,H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12
ELK4,H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16
ELK4,ACTB
ELK4,KIF11
NAB2,EGR1
NCKIPSD,VEZF1
ATXN7L2,IKZF3
ATXN7L1,VEZF1
MRE11,JUN
ARGLU1,JUN
ZBTB17,UBE2H
ZBTB17,TP53
ZBTB17,TOPBP1
ZBTB17,MYCN
ZBTB17,HUWE1
ZBTB17,ZBTB8A
ZBTB17,APBB2
ZBTB17,HSP90AB1
ZBTB17,DIS3
ZBTB17,HSP90AA1
ZBTB17,MYC
ZBTB17,EP300
SPANXN3,ZNF76
SPANXN3,ZNF143
GLYCTK,REL
DHX40,JUN
TMEM214,JUN
ILKAP,JUN
TRIM3,DNMT1
PDGFRB,FOXK1
POTEKP,JUN
PPA1,JUN
TPM3,JUN
TPM1,JUN
TPM1,JUND
ETF1,JUN
FOXB1,SATB1
FBXW7,JUN
PPAN,JUN
GKAP1,HIF1A
DCXR,JUN
LYSMD1,TCF12
NFYB,AGTRAP
NFYB,TP53
NFYB,POLE4
NFYB,SH3GLB1
NFYB,TP73
NFYB,NFYC
NFYB,MAOB
NFYB,NFYA
NFYB,GRB2
NFYB,LAMP2
